ID	Cancer	PAX5	ZCCHC7	Type	Label
SJCOGALL010221_D1	BALL	112.4667	59.1294	WT	BALL-WT
SJCOGALL010222_D1	BALL	85.2992	47.7446	WT	BALL-WT
SJCOGALL010223_D1	BALL	49.746	10.8895	WT	BALL-WT
SJCOGALL010224_D1	BALL	118.3397	70.5648	Fusion	BALL-Fusion
SJCOGALL010225_D1	BALL	17.6106	62.3573	WT	BALL-WT
SJCOGALL010227_D1	BALL	81.7299	32.0351	WT	BALL-WT
SJCOGALL010228_D1	BALL	149.8743	35.1989	WT	BALL-WT
SJCOGALL010229_D1	BALL	102.8219	50.2471	WT	BALL-WT
SJCOGALL010230_D1	BALL	48.4357	34.1479	WT	BALL-WT
SJCOGALL010231_D1	BALL	52.0753	38.9305	WT	BALL-WT
SJCOGALL010233_D1	BALL	52.515	50.3917	Fusion	BALL-Fusion
SJCOGALL010234_D1	BALL	122.5966	105.4392	WT	BALL-WT
SJCOGALL010235_D1	BALL	128.1671	55.3932	WT	BALL-WT
SJCOGALL010236_D1	BALL	73.4928	59.6371	WT	BALL-WT
SJCOGALL010237_D1	BALL	128.1343	22.3333	WT	BALL-WT
SJCOGALL010238_D1	BALL	171.1133	96.1717	WT	BALL-WT
SJCOGALL010860_D2	BALL	58.5334	41.9429	WT	BALL-WT
SJCOGALL010861_D2	BALL	39.9268	75.9877	WT	BALL-WT
SJCOGALL010862_D2	BALL	54.8525	49.0194	WT	BALL-WT
SJCOGALL010863_D2	BALL	50.2823	40.9183	WT	BALL-WT
SJCOGALL010865_D2	BALL	51.3244	29.2585	WT	BALL-WT
SJCOGALL010866_D2	BALL	109.8665	98.0759	WT	BALL-WT
SJCOGALL010867_D2	BALL	97.9081	64.0271	WT	BALL-WT
SJCOGALL010869_D2	BALL	20.2255	10.0438	WT	BALL-WT
SJCOGALL010870_D2	BALL	41.8971	78.3236	WT	BALL-WT
SJCOGALL010871_D2	BALL	51.3002	79.4345	WT	BALL-WT
SJCOGALL010872_D2	BALL	18.4004	6.5584	WT	BALL-WT
SJCOGALL010873_D2	BALL	65.9405	85.1987	WT	BALL-WT
SJCOGALL010875_D2	BALL	52.2063	52.232	WT	BALL-WT
SJCOGALL010876_D3	BALL	32.5651	34.1111	WT	BALL-WT
SJCOGALL010877_D2	BALL	62.6316	88.2627	WT	BALL-WT
SJCOGALL010878_D2	BALL	17.2339	33.6907	WT	BALL-WT
SJCOGALL010881_D2	BALL	22.7109	5.9443	WT	BALL-WT
SJCOGALL010883_D2	BALL	62.4577	42.8065	WT	BALL-WT
SJCOGALL010884_D2	BALL	86.5843	25.6114	WT	BALL-WT
SJCOGALL010885_D2	BALL	101.0947	37.5024	WT	BALL-WT
SJCOGALL010887_D2	BALL	79.7683	65.0975	WT	BALL-WT
SJCOGALL010889_D2	BALL	25.3699	28.1894	WT	BALL-WT
SJCOGALL010890_D2	BALL	43.7889	32.3541	WT	BALL-WT
SJCOGALL010893_D2	BALL	47.8242	26.8372	WT	BALL-WT
SJCOGALL010894_D2	BALL	93.4516	29.7234	WT	BALL-WT
SJCOGALL010895_D2	BALL	88.6571	169.9034	Fusion	BALL-Fusion
SJCOGALL010896_D2	BALL	69.3826	31.6845	WT	BALL-WT
SJCOGALL010897_D2	BALL	50.7187	67.9899	Fusion	BALL-Fusion
SJCOGALL010899_D2	BALL	52.0514	36.0053	Fusion	BALL-Fusion
SJCOGALL010900_D2	BALL	51.3345	95.607	WT	BALL-WT
SJCOGALL010901_D2	BALL	4.1519	21.0155	WT	BALL-WT
SJCOGALL010902_D2	BALL	62.7463	12.9603	WT	BALL-WT
SJCOGALL010903_D2	BALL	28.6342	42.0018	WT	BALL-WT
SJCOGALL010905_D2	BALL	192.6614	83.0405	WT	BALL-WT
SJCOGALL010907_D4	BALL	19.4331	102.9454	WT	BALL-WT
SJCOGALL010908_D2	BALL	50.8096	43.4877	WT	BALL-WT
SJCOGALL010910_D2	BALL	18.9857	31.134	WT	BALL-WT
SJCOGALL010912_D2	BALL	39.697	93.037	WT	BALL-WT
SJCOGALL010915_D2	BALL	60.4115	26.8733	WT	BALL-WT
SJCOGALL010916_D2	BALL	35.172	16.0743	WT	BALL-WT
SJCOGALL010917_D2	BALL	165.8507	134.3061	WT	BALL-WT
SJCOGALL010918_D2	BALL	43.2768	69.2001	WT	BALL-WT
SJCOGALL010919_D2	BALL	62.2698	121.3712	Fusion	BALL-Fusion
SJCOGALL011124_D2	BALL	35.7043	59.7305	WT	BALL-WT
SJDOWN013_D	BALL	28.5477	138.593	WT	BALL-WT
SJE2A001_D	BALL	92.81	94.342	WT	BALL-WT
SJE2A007_D	BALL	135.14	142.741	WT	BALL-WT
SJE2A018_D	BALL	510.79	71.1027	WT	BALL-WT
SJE2A037_D	BALL	424.409	84.2506	WT	BALL-WT
SJE2A038_D	BALL	552.215	61.0778	WT	BALL-WT
SJE2A040_D	BALL	407.616	86.8909	WT	BALL-WT
SJE2A043_D	BALL	453.229	76.7847	WT	BALL-WT
SJE2A056_D	BALL	59.1247	78.9244	WT	BALL-WT
SJE2A059_D	BALL	453.229	79.675	WT	BALL-WT
SJE2A060_D	BALL	292.372	95.6267	WT	BALL-WT
SJERG002_D	BALL	129.39	110.367	WT	BALL-WT
SJERG003_D	BALL	168.453	99.8419	WT	BALL-WT
SJERG004_D	BALL	115.662	88.0348	WT	BALL-WT
SJERG005_D	BALL	92.5772	103.542	WT	BALL-WT
SJERG006_D	BALL	195.685	83.4179	WT	BALL-WT
SJERG008_D	BALL	140.041	88.5269	WT	BALL-WT
SJERG009_D	BALL	57.2958	34.4703	WT	BALL-WT
SJERG010_D	BALL	90.4743	88.7596	WT	BALL-WT
SJERG011_D	BALL	67.6665	178.333	WT	BALL-WT
SJERG014_D	BALL	66.9204	130.59	WT	BALL-WT
SJERG016_D	BALL	103.202	108.014	WT	BALL-WT
SJERG020051_D1	BALL	98.5794	120.539	WT	BALL-WT
SJERG020052_D1	BALL	49.7185	32.2415	WT	BALL-WT
SJERG020299_D1	BALL	70.969	93.6616	WT	BALL-WT
SJERG020300_D1	BALL	84.0297	20.5501	WT	BALL-WT
SJERG020302_D1	BALL	98.2783	58.8643	WT	BALL-WT
SJERG020303_D1	BALL	29.8421	59.3938	WT	BALL-WT
SJERG020304_D1	BALL	35.3217	47.1463	WT	BALL-WT
SJERG020305_D1	BALL	75.435	69.4767	WT	BALL-WT
SJERG020306_D1	BALL	37.5702	64.6897	WT	BALL-WT
SJERG020307_D1	BALL	77.667	74.8003	WT	BALL-WT
SJERG020308_D1	BALL	62.1664	55.2893	WT	BALL-WT
SJERG020309_D1	BALL	28.2774	28.5308	WT	BALL-WT
SJERG020_D	BALL	76.7847	99.199	WT	BALL-WT
SJERG021891_D1	BALL	65.1576	71.3752	WT	BALL-WT
SJERG024_D	BALL	79.8691	67.9066	WT	BALL-WT
SJERG026_D	BALL	59.85	104.628	WT	BALL-WT
SJERG028_D	BALL	71.5201	48.7839	WT	BALL-WT
SJERG029_D	BALL	137.175	91.5122	WT	BALL-WT
SJERG030_D	BALL	97.0622	41.379	WT	BALL-WT
SJERG031_D	BALL	140.815	123.174	WT	BALL-WT
SJETV001_D	BALL	115.662	49.6017	WT	BALL-WT
SJETV002_D	BALL	76.7847	70.969	WT	BALL-WT
SJETV003_D	BALL	116.6	55.6064	WT	BALL-WT
SJETV004_D	BALL	204.262	56.0784	WT	BALL-WT
SJETV010_D	BALL	88.0348	63.6043	WT	BALL-WT
SJETV022_D	BALL	140.815	124.311	WT	BALL-WT
SJETV024_D	BALL	65.7346	72.3849	WT	BALL-WT
SJETV025_D	BALL	168.453	54.7588	WT	BALL-WT
SJETV026_D	BALL	93.931	76.0958	WT	BALL-WT
SJETV027_D	BALL	110.771	84.9087	WT	BALL-WT
SJETV028_D	BALL	142.31	45.6077	WT	BALL-WT
SJETV032_D	BALL	292.372	79.1123	WT	BALL-WT
SJETV035_D	BALL	88.0348	55.7591	WT	BALL-WT
SJETV036_D	BALL	68.4232	52.3309	WT	BALL-WT
SJETV039_D	BALL	97.6713	46.0048	WT	BALL-WT
SJETV041_D	BALL	273.744	93.103	WT	BALL-WT
SJETV043_D	BALL	182.38	49.3686	WT	BALL-WT
SJETV044_D	BALL	112.471	64.8025	WT	BALL-WT
SJETV045_D	BALL	270.481	92.0286	WT	BALL-WT
SJETV046_D	BALL	241.504	44.002	WT	BALL-WT
SJETV047_D	BALL	200.532	55.8429	WT	BALL-WT
SJETV059_D	BALL	95.0478	39.3474	WT	BALL-WT
SJETV068_D	BALL	85.7653	45.6554	WT	BALL-WT
SJETV069_D	BALL	46.8277	24.6676	WT	BALL-WT
SJETV070_D	BALL	153.064	55.6064	WT	BALL-WT
SJETV073_D	BALL	130.003	67.4073	WT	BALL-WT
SJETV074_D	BALL	48.9013	26.3198	WT	BALL-WT
SJETV075_D	BALL	67.1562	39.1417	WT	BALL-WT
SJETV076_D	BALL	147.088	54.531	WT	BALL-WT
SJETV077_D	BALL	129.39	64.9214	WT	BALL-WT
SJETV078_D	BALL	167.286	88.7596	WT	BALL-WT
SJETV079_D	BALL	104.249	71.6644	WT	BALL-WT
SJETV082_D	BALL	116.116	50.3756	WT	BALL-WT
SJETV083_D	BALL	75.2864	25.9943	WT	BALL-WT
SJETV084_D	BALL	204.262	79.675	WT	BALL-WT
SJETV085_D	BALL	75.2864	38.8749	WT	BALL-WT
SJETV086_D	BALL	157.757	233.918	WT	BALL-WT
SJETV088_D	BALL	132.503	57.8972	WT	BALL-WT
SJETV089_D	BALL	60.3064	34.8408	WT	BALL-WT
SJETV092_D	BALL	106.837	61.1745	WT	BALL-WT
SJETV093_D	BALL	76.2708	37.1694	WT	BALL-WT
SJETV095_D	BALL	89.7483	50.493	WT	BALL-WT
SJETV096_D	BALL	88.2737	62.9827	WT	BALL-WT
SJETV098_D	BALL	114.278	59.3088	WT	BALL-WT
SJETV136_D	BALL	48.6115	33.5736	WT	BALL-WT
SJETV190_D	BALL	80.0526	30.1467	WT	BALL-WT
SJETV191_D	BALL	82.2032	71.8096	WT	BALL-WT
SJETV195_D	BALL	87.34	31.0736	WT	BALL-WT
SJHYPER003_D	BALL	52.9425	59.6674	WT	BALL-WT
SJHYPER006_D	BALL	14.414	109.55	WT	BALL-WT
SJHYPER011_D	BALL	16.829	237.689	WT	BALL-WT
SJHYPER013_D	BALL	28.9261	87.5732	WT	BALL-WT
SJHYPER021_D	BALL	55.2893	109.578	WT	BALL-WT
SJHYPER025_D	BALL	39.5183	50.2514	WT	BALL-WT
SJHYPER120_D	BALL	55.1371	97.3594	WT	BALL-WT
SJHYPER146_D	BALL	25.777	66.2078	WT	BALL-WT
SJHYPO018_D	BALL	37.756	32.7241	WT	BALL-WT
SJHYPO020_D	BALL	49.3686	41.4929	WT	BALL-WT
SJHYPO107_D	BALL	122.634	79.2896	WT	BALL-WT
SJHYPO108_D	BALL	258.031	49.7758	WT	BALL-WT
SJHYPO109_D	BALL	149.541	183.779	WT	BALL-WT
SJHYPO110_D	BALL	34.4958	44.3177	WT	BALL-WT
SJHYPO112_D	BALL	165.066	40.2001	WT	BALL-WT
SJHYPO117_D	BALL	19.997	91.556	WT	BALL-WT
SJHYPO120_D	BALL	21.166	108.36	WT	BALL-WT
SJHYPO121_D	BALL	36.957	35.6481	WT	BALL-WT
SJHYPO123_E	BALL	25.7627	65.7346	WT	BALL-WT
SJHYPO124_D	BALL	19.853	99.623	WT	BALL-WT
SJHYPO147_D	BALL	102.511	137.888	WT	BALL-WT
SJHYPO151_D	BALL	104.989	60.4957	WT	BALL-WT
SJINF001102_D1	BALL	93.931	190.896	WT	BALL-WT
SJINF001_E	MLL	147.913	135.801	WT	MLL-WT
SJINF002_E	MLL	249.673	165.066	WT	MLL-WT
SJINF003_D	BALL	332.076	222.432	WT	BALL-WT
SJINF004_D	BALL	88.5269	124.841	WT	BALL-WT
SJINF005_D	BALL	1.57185	7.11614	WT	BALL-WT
SJINF006_D	BALL	263.914	165.066	WT	BALL-WT
SJINF008_D	BALL	538.092	109.181	WT	BALL-WT
SJINF009_D	BALL	407.616	127.067	WT	BALL-WT
SJINF010_D	BALL	317.362	74.1765	WT	BALL-WT
SJINF011_D	BALL	64.6897	124.841	WT	BALL-WT
SJINF012_D	BALL	178.333	116.6	WT	BALL-WT
SJINF013_D	BALL	220.266	139.326	WT	BALL-WT
SJINF014_D	BALL	337.271	233.918	WT	BALL-WT
SJINF015_D	BALL	60.0281	60.4033	WT	BALL-WT
SJINF016_D	BALL	197.282	95.3346	WT	BALL-WT
SJINF017_D	BALL	415.641	174.424	WT	BALL-WT
SJINF018_D	BALL	52.7365	35.8983	WT	BALL-WT
SJINF019_D	BALL	119.039	155.845	WT	BALL-WT
SJINF020_D	BALL	167.286	165.066	WT	BALL-WT
SJINF021_D	BALL	192.491	56.3986	WT	BALL-WT
SJINF022_D	BALL	79.2896	28.9611	WT	BALL-WT
SJINF049_D	BALL	246.768	64.8025	WT	BALL-WT
SJINF053_D	BALL	147.088	40.9858	WT	BALL-WT
SJINF055_D	BALL	222.432	114.278	WT	BALL-WT
SJINF059_D	BALL	359.773	116.6	WT	BALL-WT
SJINF060_D	BALL	277.48	118.568	WT	BALL-WT
SJINF061_D	BALL	3.74531	5.946	WT	BALL-WT
SJINF062_D	BALL	120.539	49.0756	WT	BALL-WT
SJINF063_D	BALL	173.232	115.197	WT	BALL-WT
SJINF064_D	BALL	186.608	172.044	WT	BALL-WT
SJINF066_D	BALL	163.965	54.1642	WT	BALL-WT
SJINF067_D	BALL	110.367	27.2501	WT	BALL-WT
SJINF068_D	BALL	200.532	122.634	WT	BALL-WT
SJINF068_F	MLL	308.535	132.503	WT	MLL-WT
SJINF069_D	BALL	267.074	152.19	WT	BALL-WT
SJINF070_D	BALL	3.28111	5.75361	WT	BALL-WT
SJINF071_D	BALL	36.5042	131.233	WT	BALL-WT
SJINF073_D	BALL	220.266	79.4796	WT	BALL-WT
SJINF074_D	BALL	292.372	92.0286	WT	BALL-WT
SJINF075_D	BALL	246.768	125.928	WT	BALL-WT
SJMLL001_D	MLL	4.73224	14.8433	WT	MLL-WT
SJMLL002_D	MLL	1.53744	5.29979	WT	MLL-WT
SJMLL003_D	MLL	140.041	85.9937	WT	MLL-WT
SJMLL004_D	MLL	49.743	192.561	WT	MLL-WT
SJMLL005_D	MLL	102.511	183.779	WT	MLL-WT
SJMLL006_D	MLL	176.984	106.476	WT	MLL-WT
SJMLL008_D	MLL	2.84974	8.1627	WT	MLL-WT
SJMLL009_D	MLL	168.453	60.781	WT	MLL-WT
SJMLL010_D	MLL	292.372	133.808	WT	MLL-WT
SJMLL011_D	MLL	16.7405	37.1372	WT	MLL-WT
SJMLL012_D	MLL	0.661716	15.0778	WT	MLL-WT
SJMLL013_D	MLL	2.05469	22.6942	WT	MLL-WT
SJMLL014_D	MLL	0.878894	5.91411	WT	MLL-WT
SJMLL016_D	MLL	229.183	115.662	WT	MLL-WT
SJMLL018_D	MLL	11.0581	21.4878	WT	MLL-WT
SJMLL019_D	MLL	0.818728	15.1531	WT	MLL-WT
SJMLL020_D	MLL	1.60591	10.953	WT	MLL-WT
SJMLL021_D	MLL	1.29232	6.16507	WT	MLL-WT
SJMLL022_D	MLL	15.6909	22.2679	WT	MLL-WT
SJPHALL003_D	BALL	67.1562	64.1407	WT	BALL-WT
SJPHALL004_D	BALL	59.4902	40.9474	WT	BALL-WT
SJPHALL005_D	BALL	61.7599	100.164	WT	BALL-WT
SJPHALL006_D	BALL	80.818	29.4796	WT	BALL-WT
SJPHALL007_D	BALL	15.0727	31.5499	WT	BALL-WT
SJPHALL008_D	BALL	72.5349	59.0392	WT	BALL-WT
SJPHALL009_D	BALL	60.4033	29.5155	WT	BALL-WT
SJPHALL010_D	BALL	20.7903	48.7263	WT	BALL-WT
SJPHALL012_D	BALL	161.813	57.2958	WT	BALL-WT
SJPHALL013_D	BALL	84.9087	55.3644	WT	BALL-WT
SJPHALL015_D	BALL	92.0286	73.2746	WT	BALL-WT
SJPHALL020033_D1	BALL	127.654	107.238	WT	BALL-WT
SJPHALL020034_D1	BALL	16.4799	106.096	WT	BALL-WT
SJPHALL020035_D1	BALL	16.7707	19.2663	WT	BALL-WT
SJPHALL020036_D1	BALL	80.6237	27.3611	WT	BALL-WT
SJPHALL020037_D1	BALL	23.4739	27.4529	WT	BALL-WT
SJPHALL020038_D1	BALL	24.3396	17.8254	WT	BALL-WT
SJPHALL020040_D1	BALL	23.3055	42.1854	WT	BALL-WT
SJPHALL020040_D2	BALL	29.1341	56.8388	WT	BALL-WT
SJPHALL020043_D1	BALL	54.6134	21.8193	WT	BALL-WT
SJPHALL020044_D1	BALL	14.6336	40.3821	WT	BALL-WT
SJPHALL020046_D1	BALL	21.8489	42.1423	WT	BALL-WT
SJPHALL020047_D1	BALL	29.2626	41.6134	WT	BALL-WT
SJPHALL020_D	BALL	32.8593	41.5331	WT	BALL-WT
SJPHALL021_D	BALL	12.9639	27.9191	WT	BALL-WT
SJPHALL026_D	BALL	65.7346	45.1707	WT	BALL-WT
SJPHALL029_D	BALL	47.1463	32.2635	WT	BALL-WT
SJTALL001636_D1	TALL	0.1076	8.3157	WT	TALL-WT
SJTALL001639_D1	TALL	1.4586	12.7343	WT	TALL-WT
SJTALL001677_D1	TALL	0.2738	9.722	WT	TALL-WT
SJTALL001777_D1	TALL	0.228	6.6318	WT	TALL-WT
SJTALL001780_D1	TALL	0.4923	10.2339	WT	TALL-WT
SJTALL001785_D1	TALL	0.4999	12.2567	WT	TALL-WT
SJTALL001786_D1	TALL	1.5015	12.8163	WT	TALL-WT
SJTALL002005_D1	TALL	0.2961	6.729	WT	TALL-WT
SJTALL002007_D1	TALL	0.3319	11.9548	WT	TALL-WT
SJTALL002009_D1	TALL	1.7655	12.8482	WT	TALL-WT
SJTALL002019_D1	TALL	1.8167	17.1574	WT	TALL-WT
SJTALL002030_D1	TALL	0.1701	10.4809	WT	TALL-WT
SJTALL002035_D1	TALL	0.1578	9.3007	WT	TALL-WT
SJTALL002036_D1	TALL	0.2138	10.0074	WT	TALL-WT
SJTALL002039_D1	TALL	0.9079	13.2133	WT	TALL-WT
SJTALL002042_D1	TALL	5.9602	13.3958	WT	TALL-WT
SJTALL002045_D1	TALL	0.1348	3.7946	WT	TALL-WT
SJTALL002048_D1	TALL	0.0791	13.1497	WT	TALL-WT
SJTALL002049_D1	TALL	0.459	7.3869	WT	TALL-WT
SJTALL002050_D1	TALL	0.1858	4.6953	WT	TALL-WT
SJTALL002051_D1	TALL	0.1266	12.1893	WT	TALL-WT
SJTALL002055_D1	TALL	0.5728	6.8923	WT	TALL-WT
SJTALL002060_D1	TALL	0.2641	11.859	WT	TALL-WT
SJTALL002065_D1	TALL	1.3234	10.313	WT	TALL-WT
SJTALL002069_D1	TALL	0.1009	9.2246	WT	TALL-WT
SJTALL002072_D1	TALL	0.3059	12.7335	WT	TALL-WT
SJTALL002075_D1	TALL	7.4026	12.5301	WT	TALL-WT
SJTALL002077_D1	TALL	2.0704	15.403	WT	TALL-WT
SJTALL002078_D1	TALL	0.3724	14.1809	WT	TALL-WT
SJTALL002080_D1	TALL	0.2707	10.2508	WT	TALL-WT
SJTALL002089_D1	TALL	2.1578	8.4577	WT	TALL-WT
SJTALL002091_D1	TALL	2.0369	10.4771	WT	TALL-WT
SJTALL002096_D1	TALL	0.0577	6.4558	WT	TALL-WT
SJTALL002105_D1	TALL	0.579	10.6225	WT	TALL-WT
SJTALL002109_D1	TALL	0.5172	11.5638	WT	TALL-WT
SJTALL002110_D1	TALL	0.237	10.336	WT	TALL-WT
SJTALL002113_D1	TALL	1.3491	12.9171	WT	TALL-WT
SJTALL002118_D1	TALL	2.1254	10.0618	WT	TALL-WT
SJTALL002124_D1	TALL	0.3325	12.0148	WT	TALL-WT
SJTALL002125_D1	TALL	1.7871	10.7311	WT	TALL-WT
SJTALL002126_D1	TALL	1.6301	8.3073	WT	TALL-WT
SJTALL002130_D1	TALL	0.0974	10.9065	WT	TALL-WT
SJTALL002140_D1	TALL	2.8267	16.9525	WT	TALL-WT
SJTALL002141_D1	TALL	0.7784	20.524	WT	TALL-WT
SJTALL002142_D1	TALL	0.4687	9.132	WT	TALL-WT
SJTALL002146_D1	TALL	9.2654	16.4981	WT	TALL-WT
SJTALL002151_D1	TALL	1.6564	14.3458	WT	TALL-WT
SJTALL002154_D1	TALL	0.1953	16.8478	WT	TALL-WT
SJTALL002258_D1	TALL	0.6764	6.2424	WT	TALL-WT
SJTALL002_D	TALL	0.488004	2.81344	WT	TALL-WT
SJTALL012398_D1	TALL	2.0761	24.2397	WT	TALL-WT
SJTALL012_D	TALL	1.86721	5.82002	WT	TALL-WT
SJTALL013797_D1	TALL	0.1088	13.9652	WT	TALL-WT
SJTALL013798_D1	TALL	0.5602	6.4549	WT	TALL-WT
SJTALL013800_D1	TALL	0.3435	11.592	WT	TALL-WT
SJTALL013801_D1	TALL	0.3008	12.3625	WT	TALL-WT
SJTALL021648_D2	TALL	0.1109	6.0161	WT	TALL-WT
SJTALL021655_D2	TALL	0.2016	11.8346	WT	TALL-WT
SJTALL021661_D2	TALL	0.6294	15.293	WT	TALL-WT
SJTALL021669_D2	TALL	0.0881	14.661	WT	TALL-WT
SJTALL021672_D2	TALL	0.985	9.7025	WT	TALL-WT
SJTALL021674_D2	TALL	0.4466	14.0648	WT	TALL-WT
SJTALL021675_D2	TALL	0.0259	15.3188	WT	TALL-WT
SJTALL021678_D2	TALL	0.131	3.8781	WT	TALL-WT
SJTALL021682_D2	TALL	0.3156	9.5622	WT	TALL-WT
SJTALL021684_D2	TALL	0.4935	10.5985	WT	TALL-WT
SJTALL021685_D2	TALL	0.0331	9.8613	WT	TALL-WT
SJTALL021689_D2	TALL	2.2367	9.4283	WT	TALL-WT
SJTALL021697_D2	TALL	0.8036	5.3158	WT	TALL-WT
SJTALL021698_D2	TALL	1.1805	11.2905	WT	TALL-WT
SJTALL022091_D2	TALL	0.1605	7.4822	WT	TALL-WT
SJTALL022093_D2	TALL	0.0704	1.6778	WT	TALL-WT
SJTALL022096_D2	TALL	0.0669	12.2685	WT	TALL-WT
SJTALL022098_D2	TALL	0.2381	11.4224	WT	TALL-WT
SJTALL022100_D2	TALL	0.1869	18.4476	WT	TALL-WT
SJTALL022107_D2	TALL	0.7594	8.6592	WT	TALL-WT
SJTALL022113_D2	TALL	1.1002	12.2759	WT	TALL-WT
SJTALL022118_D2	TALL	0.854	16.6163	WT	TALL-WT
SJTALL022123_D2	TALL	0.7428	11.8028	WT	TALL-WT
SJTALL022442_D2	TALL	0.465	13.2381	WT	TALL-WT
SJTALL022447_D2	TALL	0.116	8.343	WT	TALL-WT
SJTALL022647_D2	TALL	0.6114	17.525	WT	TALL-WT
SJTALL022649_D2	TALL	1.6122	22.5261	WT	TALL-WT
SJTALL022653_D2	TALL	0.2572	10.89	WT	TALL-WT
SJTALL022654_D2	TALL	0.1597	12.1925	WT	TALL-WT
SJTALL022655_D2	TALL	0.2104	12.9962	WT	TALL-WT
SJTALL022656_D2	TALL	1.5114	15.5182	WT	TALL-WT
SJTALL022658_D2	TALL	0.6572	16.9333	WT	TALL-WT
SJTALL022659_D2	TALL	0.3422	5.3053	WT	TALL-WT
SJTALL022660_D2	TALL	1.4268	10.8296	WT	TALL-WT
SJTALL030_D	TALL	0.376	14.622	WT	TALL-WT
SJTALL077_D	TALL	0.065	5.937	WT	TALL-WT
SJTALL170_E	TALL	0.5642	10.9162	WT	TALL-WT
SJTALL175_E	TALL	0.0923	2.5431	WT	TALL-WT
SJTALL177_E	TALL	0.4645	13.5772	WT	TALL-WT
