geneName,rowMean,rowSD,AnovaP_genetic,FDR_genetic,Rank_genetic,AnovaP_OPP,FDR_OPP,Rank_OPP,Rank_genetic_GSEA,Rank_OPP_GSEA
EEF2,20.2915468766849,0.0963473410822576,0.340698253591225,0.475625504333931,0.322734865376911,0.0073641309274792,0.0192446031404921,-1.71569104043697,0.467630092606581,-2.13287849874267
TPR,17.1545583463487,0.308738420362656,0.0028280667533499,0.0138332865192429,1.85907462772821,0.00414320552929861,0.0121597163419872,-1.91507655602928,2.54851034371907,-2.38266352240379
RNF213,14.9642648004387,0.213457828202118,0.530399443673512,0.653708710864779,0.184615727891202,0.0583013863067877,0.104807812415702,0.979606343663618,0.275396940126757,1.23432111834167
HSP90AB1,21.8385016988493,0.200754774729929,0.00130171486235569,0.00811396884612336,2.09076666411785,1.5110962465665e-09,2.35181524920167e-07,-6.62859679798863,2.88548413655681,-8.82070787317154
PARP1,19.4679990155669,0.0738715767569013,0.0247356692677092,0.0688055693648081,-1.1623764070187,0.00303588550199837,0.00942703019242056,-2.02562510197972,-1.60667633452798,-2.51771461182398
HSPD1,21.2369240111087,0.395149672694121,1.05108419938817e-05,0.000321331455241526,3.49304675913828,4.06462234308082e-10,8.95403048746351e-08,-7.04798143122635,4.97836249247321,-9.39097979986951
LCP1,20.9568802885589,0.258764477034691,5.07919072492987e-09,4.94409464586069e-06,5.30591322404756,3.34725321460753e-08,1.71914925102243e-06,-5.76468641762261,8.29420547899471,-7.47531143268341
AARS1,18.1183390384087,0.189548371189868,0.00716905117838631,0.0276612155754162,-1.55812873868456,0.0053528514402731,0.0149333215628695,-1.82584358303287,-2.14453831926365,-2.27141480958965
CHD4,17.6509061183181,0.151653126113107,0.578509285128258,0.694690070985998,-0.158208908332795,1.74911681815043e-05,0.000156779476056206,-3.80471079126216,-0.237689666189146,-4.75718118435556
PTPRC,18.8054743916993,0.133067625215918,0.00334961220957316,0.0156681314283859,-1.80498279413315,1.41652182897709e-07,4.7863527063331e-06,-5.3199953013828,-2.47500546907987,-6.84877672849882
NUMA1,16.170632708415,0.246110748987229,1.16883205259564e-07,2.14397193647544e-05,4.66878090364047,0.00335839745419505,0.0102548925830831,1.98906888437593,6.93224788735905,2.47386790797483
VPS13C,16.0921340238945,0.0747553329793893,0.00873551416894327,0.0319101001221142,1.49607183314859,0.0101459383110355,0.025016581452462,-1.60177203747902,2.05871152752558,-1.99370778259207
ATP5F1B,19.7092796500683,0.21919186430713,1.08354304454777e-05,0.000327357475105727,3.48497773764987,2.93723091445903e-12,5.55249553203464e-09,-8.25551178224612,4.96515383133239,-11.5320619094754
HSPH1,18.4438629130703,0.0672698544906033,0.0679033516236425,0.14556724072519,0.836936350112561,0.000101981059906635,0.00064266837261408,-3.19201307232728,1.16810878896354,-3.9914804786481
