Sample	 Source	 Position	 Absorbance	 Fraction.Number
424273	74745	73.51	0.314	-100
424325	74776	73.55	0.314597	-100
424149	74762	73.58	0.315063	-100
424008	74762	73.63	0.315744	-100
423839	74755	73.66	0.316368	-100
423833	74763	73.7	0.316616	-100
423813	74750	73.74	0.316356	-100
423855	74781	73.78	0.317002	-100
423497	74750	73.82	0.317882	-100
423473	74756	73.86	0.318163	-100
423410	74743	73.9	0.318111	-100
423519	74760	73.94	0.31805	-100
423455	74743	73.98	0.317894	-100
423389	74751	74.02	0.318432	-100
423301	74753	74.06	0.318912	-100
423407	74770	74.09	0.318865	-100
423383	74773	74.13	0.319063	-100
423172	74773	74.17	0.320083	-100
422940	74754	74.21	0.320685	-100
423063	74782	74.25	0.320856	-100
423102	74785	74.29	0.32075	-100
422814	74741	74.33	0.320939	-100
421977	74767	74.37	0.325705	-100
422141	74762	74.41	0.324773	-100
422639	74782	74.45	0.322908	-100
422351	74751	74.48	0.323454	-100
422135	74755	74.53	0.32461	-100
421801	74715	74.57	0.325135	-100
421906	74759	74.61	0.32583	-100
421569	74742	74.64	0.327	-100
421523	74727	74.68	0.326812	-100
421601	74747	74.72	0.326981	-100
421478	74754	74.76	0.32777	-100
421393	74752	74.8	0.328128	-100
421557	74780	74.84	0.328098	-100
421324	74747	74.88	0.328326	-100
421276	74718	74.92	0.327765	-100
421478	74752	74.96	0.327715	-100
421459	74769	75	0.328273	-100
421319	74738	75.03	0.328104	-100
421289	74753	75.07	0.32866	-100
421141	74740	75.11	0.329023	-100
421095	74727	75.15	0.328891	-100
421087	74719	75.19	0.328711	-100
421222	74734	75.23	0.328466	-100
421298	74735	75.27	0.328124	-100
421430	74753	75.31	0.327976	-100
421530	74773	75.35	0.328038	-100
421238	74792	75.39	0.329975	-100
421315	74769	75.43	0.328972	-100
421182	74757	75.47	0.32929	-100
421013	74743	75.5	0.329728	-100
421159	74786	75.54	0.330195	-100
420978	74762	75.58	0.330418	-100
421138	74779	75.62	0.330105	-100
421314	74787	75.66	0.329469	-100
421203	74786	75.7	0.329981	-100
421177	74782	75.74	0.329998	-100
421187	74765	75.78	0.329484	-100
421123	74743	75.82	0.329193	-100
421263	74735	75.86	0.328294	-100
421416	74763	75.9	0.328317	-100
421434	74762	75.94	0.328203	-100
421427	74763	75.98	0.328264	-100
421480	74767	76.01	0.328116	-100
421256	74729	76.05	0.328164	-100
421328	74732	76.09	0.327896	-100
421138	74734	76.13	0.328874	-100
421496	74760	76.17	0.327847	-100
421749	74761	76.21	0.326646	-100
421900	74743	76.25	0.325421	12
421864	74744	76.29	0.325623	-100
421848	74731	76.32	0.325345	-100
421771	74724	76.36	0.325527	-100
421992	74754	76.41	0.325276	-100
422089	74763	76.44	0.325052	-100
421931	74734	76.49	0.325025	-100
421886	74720	76.52	0.324859	-100
422315	74755	76.56	0.323738	-100
422552	74754	76.6	0.322563	-100
422333	74742	76.64	0.323295	-100
422346	74742	76.68	0.323232	-100
422606	74775	76.72	0.322876	-100
422704	74751	76.76	0.321745	-100
422878	74762	76.8	0.321204	-100
422818	74738	76.84	0.320837	-100
423167	74768	76.88	0.31997	-100
423230	74779	76.91	0.319967	-100
423253	74744	76.95	0.318897	-100
423083	74713	77	0.318871	-100
423114	74735	77.03	0.319323	-100
423186	74711	77.07	0.318318	-100
423542	74736	77.11	0.317282	-100
424091	74779	77.15	0.315808	-100
423891	74736	77.19	0.315597	-100
424218	74774	77.23	0.315059	-100
424209	74738	77.27	0.314117	-100
424418	74755	77.31	0.313574	-100
424298	74730	77.34	0.313469	-100
424500	74773	77.38	0.313672	-100
424544	74765	77.43	0.313241	-100
424644	74772	77.46	0.31295	-100
424494	74744	77.5	0.312907	-100
424680	74761	77.54	0.312476	-100
424607	74775	77.58	0.313211	-100
424695	74761	77.62	0.312404	-100
424621	74742	77.66	0.31224	-100
424628	74760	77.7	0.312699	-100
424435	74732	77.74	0.312863	-100
424628	74760	79.84	0.312699	13
