Sample	 Source	 Position	 Fraction Number	 Absorbance
392827	74797	64.66	-100	0.472989
393661	74818	64.7	-100	0.469224
394050	74815	64.74	-100	0.467121
394518	74823	64.78	-100	0.464911
394705	74802	64.82	-100	0.463367
395277	74799	64.86	-100	0.460322
395703	74793	64.89	-100	0.457954
395923	74797	64.93	-100	0.456926
396504	74826	64.97	-100	0.454719
397117	74793	65.01	-100	0.450656
397835	74802	65.05	-100	0.447206
398199	74809	65.09	-100	0.445526
398390	74809	65.13	-100	0.444545
398824	74829	65.17	-100	0.442864
399075	74812	65.21	-100	0.441112
399242	74800	65.25	10	0.439927
399276	74817	65.28	-100	0.440218
399274	74812	65.32	-100	0.440092
399163	74771	65.37	-100	0.439539
399358	74805	65.41	-100	0.43947
399019	74806	65.44	-100	0.441235
398665	74822	65.48	-100	0.443488
398377	74820	65.52	-100	0.444912
398289	74832	65.56	-100	0.445693
398172	74821	65.6	-100	0.445993
397670	74802	65.64	-100	0.448055
397101	74793	65.68	-100	0.450738
396693	74764	65.72	-100	0.452048
396596	74766	65.76	-100	0.452603
396217	74781	65.79	-100	0.45497
395806	74814	65.83	-100	0.457996
395585	74849	65.87	-100	0.460096
395117	74804	65.91	-100	0.461287
394973	74824	65.95	-100	0.46258
394706	74788	65.99	-100	0.462979
394581	74790	66.03	-100	0.463682
394151	74794	66.07	-100	0.466022
393764	74798	66.11	-100	0.468142
393125	74755	66.15	-100	0.470288
393104	74790	66.19	-100	0.471355
392702	74788	66.23	-100	0.473394
392196	74774	66.27	-100	0.475649
391730	74754	66.3	-100	0.477534
391798	74803	66.34	-100	0.47852
391143	74768	66.38	-100	0.480986
390705	74794	66.42	-100	0.48399
390553	74781	66.46	-100	0.48443
390859	74789	66.5	-100	0.483047
391457	74827	66.54	-100	0.480958
391698	74824	66.58	-100	0.479617
391624	74820	66.62	-100	0.479894
391637	74822	66.66	-100	0.479881
391571	74834	66.7	-100	0.480554
391702	74848	66.74	-100	0.480252
391763	74813	66.78	-100	0.478976
391918	74786	66.82	-100	0.477428
392175	74779	66.86	-100	0.475896
392945	74822	66.9	-100	0.473058
393654	74810	66.94	-100	0.469042
394189	74791	66.98	-100	0.465743
394353	74801	67.02	-100	0.465166
394404	74787	67.06	-100	0.464518
394591	74777	67.1	-100	0.463274
394806	74769	67.13	-100	0.461941
394934	74769	67.17	-100	0.461278
394834	74758	67.22	-100	0.461495
394969	74777	67.25	-100	0.461315
395391	74790	67.29	-100	0.459486
395700	74793	67.33	-100	0.45797
395931	74822	67.37	-100	0.457569
395818	74799	67.41	-100	0.457524
395881	74787	67.45	-100	0.45687
396516	74817	67.49	-100	0.454411
396726	74783	67.52	-100	0.452398
396826	74777	67.56	-100	0.451718
396876	74793	67.61	-100	0.451898
396783	74794	67.65	-100	0.452405
396971	74829	67.68	-100	0.452393
397049	74849	67.72	-100	0.452537
396780	74819	67.76	-100	0.453104
396691	74827	67.8	-100	0.453782
396635	74803	67.84	-100	0.453414
396826	74803	67.88	-100	0.452429
396794	74798	67.92	-100	0.452457
396560	74797	67.96	-100	0.453637
396444	74824	68	-100	0.454974
396417	74836	68.04	-100	0.455442
396087	74788	68.07	-100	0.455833
396065	74825	68.12	-100	0.456958
396044	74888	68.16	-100	0.458789
395280	74778	68.19	-100	0.459732
395053	74770	68.23	-100	0.460689
394901	74772	68.27	-100	0.461531
394833	74810	68.31	-100	0.462923
394470	74828	68.35	-100	0.465297
394215	74797	68.39	-100	0.465772
394312	74808	68.43	-100	0.46557
394320	74804	68.47	-100	0.465419
394149	74794	68.5	-100	0.466033
394070	74811	68.54	-100	0.466908
393952	74776	68.58	-100	0.466563
393869	74759	68.62	-100	0.466529
394025	74768	68.66	-100	0.465965
394242	74795	68.7	-100	0.465577
394215	74793	68.74	-100	0.465663
394276	74772	68.78	-100	0.464772
394473	74762	68.82	-100	0.463476
394987	74792	68.86	-100	0.461632
395112	74772	68.9	-100	0.460438
395235	74785	68.94	-100	0.460157
395294	74788	68.98	-100	0.459933
395361	74768	69.02	-100	0.459039
395687	74802	69.05	-100	0.458283
395854	74807	69.1	-100	0.457556
395935	74801	69.13	-100	0.456974
395846	74793	69.17	-100	0.457215
395918	74785	69.21	-100	0.456624
395889	74794	69.25	-100	0.45702
395921	74825	69.29	-100	0.457702
395763	74796	69.33	-100	0.457726
395638	74760	69.37	-100	0.457387
395837	74756	69.41	-100	0.456249
395888	74763	69.45	-100	0.456177
395731	74742	69.49	-100	0.456414
395757	74758	69.52	-100	0.456717
395376	74736	69.56	-100	0.458086
395455	74755	69.6	-100	0.458197
395510	74751	69.64	-100	0.457803
396016	74860	69.68	-100	0.458168
395394	74763	69.72	-100	0.458732
395364	74760	69.76	-100	0.458805
395433	74781	69.8	-100	0.459022
395271	74756	69.84	-100	0.459177
395041	74756	69.88	-100	0.460368
395003	74775	69.92	-100	0.461084
394706	74781	69.96	-100	0.462788
394479	74797	69.99	-100	0.464402
394309	74799	70.04	-100	0.465339
394124	74803	70.07	-100	0.466409
393532	74757	70.11	-100	0.468226
393335	74785	70.15	-100	0.470017
393079	74775	70.19	-100	0.471075
392926	74771	70.23	-100	0.471762
392854	74771	70.27	-100	0.472137
392649	74751	70.31	-100	0.472658
392360	74733	70.35	-100	0.473672
392571	74781	70.38	-100	0.473885
392595	74794	70.43	-100	0.474116
392504	74771	70.47	-100	0.473961
392498	74777	70.5	-100	0.474156
392392	74774	70.54	-100	0.474627
392383	74764	70.58	-100	0.4744
392339	74725	70.62	-100	0.473562
392644	74766	70.66	-100	0.473094
392686	74758	70.7	-100	0.472657
392786	74761	70.74	-100	0.472218
392809	74730	70.78	-100	0.471249
393052	74744	70.81	-100	0.470367
393263	74776	70.86	-100	0.470145
393399	74795	70.9	-100	0.469957
393314	74772	70.94	-100	0.46977
393618	74816	70.97	-100	0.469393
393829	74847	71.01	-100	0.469144
393805	74855	71.05	-100	0.469487
393522	74817	71.09	-100	0.469919
393195	74789	71.13	-100	0.470854
393192	74782	71.17	-100	0.470678
393071	74775	71.21	-100	0.471117
392806	74769	71.25	-100	0.472332
392583	74753	71.29	-100	0.473056
392480	74754	71.32	-100	0.473621
392456	74774	71.37	-100	0.474293
392166	74762	71.41	-100	0.475477
391937	74775	71.44	-100	0.477028
391697	74768	71.48	-100	0.47809
391479	74766	71.52	-100	0.479174
391277	74768	71.56	-100	0.480285
391181	74796	71.6	-100	0.481553
390927	74799	71.64	-100	0.482964
390543	74775	71.68	-100	0.484319
390429	74776	71.72	-100	0.484943
390375	74811	71.76	11	0.486184
390122	74784	71.8	-100	0.486772
389833	74780	71.84	-100	0.488179
389694	74786	71.87	-100	0.489072
389615	74798	71.91	-100	0.489816
389361	74782	71.95	-100	0.490712
389117	74777	71.99	-100	0.491858
388929	74779	72.03	-100	0.492902
388734	74786	72.07	-100	0.494119
388653	74779	72.11	-100	0.494354
388520	74772	72.15	-100	0.494863
388283	74768	72.19	-100	0.496002
388065	74749	72.23	-100	0.496631
387972	74757	72.27	-100	0.49734
387797	74770	72.31	-100	0.498619
387962	74778	72.34	-100	0.497968
387821	74778	72.38	-100	0.498712
387719	74762	72.42	-100	0.498812
387645	74773	72.46	-100	0.499503
387602	74783	72.5	-100	0.500004
387440	74768	72.54	-100	0.500449
387429	74775	72.58	-100	0.500699
387519	74816	72.62	-100	0.501345
387250	74788	72.66	-100	0.502
387156	74789	72.7	-100	0.502524
387081	74790	72.74	-100	0.502948
386820	74793	72.78	-100	0.50441
386445	74772	72.81	-100	0.50582
386100	74746	72.85	-100	0.506936
385766	74747	72.89	-100	0.508734
385689	74763	72.93	-100	0.50958
385587	74802	72.97	-100	0.511189
385241	74798	73.01	-100	0.512916
384887	74777	73.05	-100	0.514223
384668	74778	73.09	-100	0.515414
384404	74778	73.13	-100	0.516819
384149	74765	73.17	-100	0.517821
384014	74787	73.21	-100	0.519142
383782	74779	73.25	-100	0.52016
383473	74746	73.29	-100	0.520905
383530	74790	73.33	-100	0.521805
383323	74781	73.37	-100	0.522663
383019	74774	73.41	-100	0.524095
382947	74754	73.45	-100	0.523932
382802	74746	73.49	-100	0.524488
382880	74780	73.53	-100	0.525002
382676	74748	73.57	-100	0.525217
382724	74753	73.6	-100	0.525097
382803	74778	73.65	-100	0.525359
382919	74820	73.68	-100	0.525888
382727	74792	73.72	-100	0.526148
382532	74778	73.76	-100	0.526808
382472	74781	73.8	-100	0.527211
382312	74785	73.84	-100	0.528176
382084	74769	73.88	-100	0.528959
382016	74786	73.92	-100	0.529789
381818	74781	73.96	-100	0.530713
381832	74812	74	-100	0.531486
381446	74781	74.04	-100	0.532707
381313	74794	74.08	-100	0.533776
381271	74818	74.11	-100	0.534658
381487	74874	74.16	-100	0.53503
380886	74789	74.2	-100	0.535932
380717	74794	74.23	-100	0.536977
380428	74775	74.27	-100	0.538011
380313	74781	74.31	-100	0.538794
380128	74778	74.35	-100	0.539707
379889	74768	74.39	-100	0.54072
379822	74789	74.43	-100	0.541656
379739	74787	74.47	-100	0.542048
379791	74799	74.51	-100	0.542096
379630	74785	74.55	-100	0.542581
379492	74759	74.59	-100	0.542613
379447	74743	74.63	-100	0.542418
379422	74775	74.66	-100	0.543429
379192	74745	74.7	-100	0.543848
379205	74764	74.74	-100	0.544298
379350	74812	74.78	-100	0.544829
379192	74792	74.82	-100	0.545135
378999	74777	74.86	-100	0.545766
378835	74760	74.9	-100	0.546186
378728	74758	74.94	-100	0.546709
378638	74758	74.98	-100	0.547196
378596	74775	75.02	-100	0.547888
378529	74764	75.06	-100	0.547949
378614	74785	75.1	-100	0.548064
378487	74755	75.13	-100	0.54793
378531	74783	75.17	-100	0.548458
378230	74750	75.21	-100	0.549183
378391	74799	75.25	-100	0.549653
378255	74803	75.29	-100	0.550498
378244	74817	75.33	-100	0.55094
378225	74810	75.37	-100	0.550851
378252	74814	75.41	-100	0.550815
378170	74801	75.45	-100	0.550903
378464	74838	75.49	-100	0.550325
378343	74803	75.53	-100	0.550022
378254	74771	75.56	-100	0.549628
378229	74780	75.6	-100	0.550009
378080	74756	75.64	-100	0.550159
378024	74749	75.68	-100	0.55027
378022	74743	75.72	-100	0.550117
378179	74784	75.76	-100	0.550389
378130	74792	75.8	-100	0.550873
378365	74839	75.84	-100	0.550887
378761	74903	75.88	-100	0.550496
378894	74936	75.92	-100	0.550679
378773	74951	75.96	-100	0.551742
379078	74976	75.99	-100	0.550777
378901	74915	76.03	-100	0.550068
378480	74871	76.08	-100	0.55114
378390	74768	76.11	-100	0.54881
378444	74787	76.15	-100	0.549038
378632	74802	76.19	-100	0.548432
378495	74783	76.23	-100	0.548653
378726	74805	76.27	-100	0.548006
378694	74792	76.31	-100	0.547823
378640	74793	76.35	-100	0.548143
378679	74779	76.39	-100	0.547549
378991	74789	76.43	-100	0.546137
379248	74792	76.47	12	0.544832
379354	74789	76.5	-100	0.544178
379391	74792	76.54	-100	0.544061
379332	74772	76.59	-100	0.543832
379553	74787	76.62	-100	0.543051
379749	74792	76.66	-100	0.542131
379548	74757	76.7	-100	0.542257
379772	74789	76.74	-100	0.541925
380031	74778	76.78	-100	0.540229
380095	74772	76.82	-100	0.539721
380210	74801	76.86	-100	0.539895
380178	74798	76.9	-100	0.539985
380207	74783	76.93	-100	0.539419
380438	74796	76.97	-100	0.538532
380761	74802	77.01	-100	0.536959
380913	74809	77.05	-100	0.536334
381116	74822	77.09	-100	0.535599
381262	74819	77.13	-100	0.534734
381495	74813	77.17	-100	0.53332
381594	74819	77.21	-100	0.532953
381538	74802	77.25	-100	0.532788
381752	74811	77.29	-100	0.531887
381981	74806	77.33	-100	0.530523
382117	74789	77.37	-100	0.52933
382384	74804	77.41	-100	0.528311
382624	74806	77.44	-100	0.527082
382622	74766	77.48	-100	0.525998
382682	74773	77.52	-100	0.525869
382801	74763	77.56	-100	0.524959
383152	74791	77.6	-100	0.52385
383344	74781	77.64	-100	0.522551
383385	74782	77.68	-100	0.52236
383508	74789	77.72	-100	0.521895
383570	74796	77.76	-100	0.521756
383644	74802	77.8	-100	0.521525
383480	74798	77.83	-100	0.522291
383780	74827	77.88	-100	0.521484
383597	74782	77.92	-100	0.521229
383376	74747	77.95	-100	0.52145
383597	74782	80.05	13	0.521229
